Time(ms),A1
30182,642
30183,577
30184,460
30185,435
30186,445
30187,494
30188,443
30189,625
30190,545
30191,668
30192,412
30193,424
30194,660
30195,527
30196,438
30197,556
30198,584
30199,573
30200,585
30201,680
30202,473
30203,694
30204,415
30205,587
30206,571
30207,585
30208,431
30209,462
30210,588
30211,425
30212,438
30213,592
30214,562
30215,452
30216,573
30217,595
30218,610
30219,677
30220,587
30221,613
30222,428
30223,570
30224,521
30225,558
30226,485
30227,403
30228,401
30229,532
30230,478
30231,546
30232,565
30233,637
30234,675
30235,603
30236,452
30237,506
30238,454
30239,645
30240,563
30241,414
30242,400
30243,536
30244,550
30245,579
30246,631
30247,587
30248,417
30249,624
30250,504
30251,605
30252,585
30253,464
30254,606
30255,628
30256,468
30257,541
30258,605
30259,573
30260,596
30261,596
30262,627
30263,670
30264,598
30265,414
30266,685
30267,615
30268,434
30269,468
30270,611
30271,445
30272,647
30273,484
30274,447
30275,630
30276,466
30277,488
30278,618
30279,451
30280,421
30281,498
30282,530
30283,487
30284,535
30285,438
30286,417
30287,504
30288,545
30289,623
30290,516
30291,400
30292,516
30293,425
30294,411
30295,693
30296,568
30297,452
30298,668
30299,647
30300,527
30301,475
30302,668
30303,545
30304,447
30305,598
30306,470
30307,491
30308,608
30309,447
30310,428
30311,575
30312,418
30313,446
30314,459
30315,575
30316,654
30317,628
30318,546
30319,697
30320,638
30321,587
30322,608
30323,474
30324,582
30325,486
30326,670
30327,579
30328,644
30329,406
30330,668
30331,412
30332,625
30333,665
30334,641
30335,579
30336,579
30337,525
30338,682
30339,589
30340,415
30341,420
30342,415
30343,668
30344,432
30345,581
30346,468
30347,451
30348,464
30349,699
30350,627
30351,621
30352,671
30353,417
30354,617
30355,672
30356,572
30357,455
30358,408
30359,682
30360,692
30361,421
30362,471
30363,571
30364,522
30365,490
30366,623
30367,691
30368,651
30369,697
30370,655
30371,412
30372,517
30373,577
30374,560
30375,494
30376,567
30377,486
30378,402
30379,415
30380,529
30381,422
30382,497
30383,557
30384,638
30385,409
30386,421
30387,583
30388,616
30389,613
30390,557
30391,609
30392,532
30393,452
30394,628
30395,582
30396,422
30397,505
30398,490
30399,518
30400,537
30401,519
30402,560
30403,607
30404,554
30405,662
30406,554
30407,685
30408,658
30409,556
30410,413
30411,476
30412,619
30413,631
30414,693
30415,541
30416,650
30417,695
30418,539
30419,541
30420,528
30421,417
30422,642
30423,563
30424,495
30425,427
30426,629
30427,424
30428,574
30429,560
30430,429
30431,564
30432,607
30433,501
30434,505
30435,468
30436,407
30437,522
30438,500
30439,400
30440,406
30441,510
30442,585
30443,615
30444,522
30445,600
30446,407
30447,463
30448,535
30449,585
30450,526
30451,448
30452,565
30453,526
30454,576
30455,602
30456,556
30457,618
30458,684
30459,688
30460,427
30461,482
30462,511
30463,553
30464,428
30465,612
30466,501
30467,613
30468,554
30469,599
30470,567
30471,637
30472,558
30473,592
30474,566
30475,625
30476,650
30477,679
30478,620
30479,422
30480,588
30481,671
30482,426
30483,609
30484,434
30485,597
30486,573
30487,617
30488,455
30489,551
30490,437
30491,597
30492,408
30493,577
30494,575
30495,660
30496,483
30497,538
30498,641
30499,554
30500,620
30501,534
30502,587
30503,577
30504,466
30505,468
30506,476
30507,411
30508,682
30509,645
30510,636
30511,651
30512,606
30513,507
30514,608
30515,692
30516,512
30517,414
30518,482
30519,464
30520,402
30521,635
30522,528
30523,646
30524,634
30525,429
30526,470
30527,547
30528,492
30529,682
30530,616
30531,637
30532,626
30533,618
30534,430
30535,513
30536,501
30537,492
30538,606
30539,628
30540,470
30541,535
30542,683
30543,416
30544,614
30545,643
30546,494
30547,520
30548,405
30549,667
30550,486
30551,588
30552,502
30553,503
30554,690
30555,466
30556,505
30557,647
30558,606
30559,604
30560,482
30561,481
30562,686
30563,436
30564,612
30565,532
30566,514
30567,610
30568,531
30569,553
30570,693
30571,581
30572,546
30573,621
30574,681
30575,526
30576,602
30577,517
30578,460
30579,630
30580,549
30581,544
30582,510
30583,566
30584,588
30585,448
30586,506
30587,492
30588,523
30589,539
30590,410
30591,570
30592,435
30593,529
30594,460
30595,448
30596,585
30597,620
30598,405
30599,699
30600,574
30601,678
30602,603
30603,495
30604,681
30605,534
30606,432
30607,481
30608,547
30609,494
30610,569
30611,610
30612,590
30613,406
30614,433
30615,450
30616,519
30617,537
30618,505
30619,681
30620,431
30621,523
30622,569
30623,411
30624,567
30625,477
30626,433
30627,608
30628,407
30629,624
30630,626
30631,574
30632,480
30633,681
30634,456
30635,534
30636,637
30637,616
30638,626
30639,425
30640,586
30641,517
30642,596
30643,515
30644,501
30645,562
30646,577
30647,679
30648,685
30649,611
30650,453
30651,466
30652,431
30653,650
30654,407
30655,614
30656,445
30657,479
30658,434
30659,588
30660,488
30661,535
30662,433
30663,680
30664,512
30665,571
30666,442
30667,412
30668,573
30669,524
30670,606
30671,503
30672,529
30673,439
30674,422
30675,651
30676,689
30677,601
30678,554
30679,454
30680,505
30681,659
30682,599
30683,616
30684,446
30685,516
30686,611
30687,554
30688,662
30689,550
30690,611
30691,591
30692,642
30693,497
30694,428
30695,588
30696,571
30697,596
30698,554
30699,539
30700,692
30701,689
30702,655
30703,563
30704,533
30705,665
30706,428
30707,538
30708,484
30709,648
30710,632
30711,460
30712,672
30713,618
30714,685
30715,648
30716,471
30717,692
30718,597
30719,479
30720,536
30721,612
30722,506
30723,606
30724,551
30725,532
30726,565
30727,579
30728,520
30729,573
30730,467
30731,586
30732,537
30733,637
30734,417
30735,475
30736,550
30737,507
30738,552
30739,436
30740,545
30741,525
30742,684
30743,507
30744,685
30745,639
30746,501
30747,619
30748,406
30749,615
30750,568
30751,473
30752,692
30753,426
30754,676
30755,442
30756,492
30757,470
30758,668
30759,508
30760,580
30761,614
30762,513
30763,584
30764,524
30765,504
30766,636
30767,540
30768,692
30769,557
30770,673
30771,516
30772,461
30773,423
30774,459
30775,664
30776,579
30777,631
30778,542
30779,644
30780,480
30781,525
30782,536
30783,455
30784,612
30785,493
30786,691
30787,527
30788,616
30789,598
30790,419
30791,454
30792,645
30793,650
30794,459
30795,562
30796,601
30797,626
30798,528
30799,444
30800,596
30801,565
30802,646
30803,625
30804,679
30805,659
30806,596
30807,506
30808,668
30809,631
30810,500
30811,559
30812,494
30813,606
30814,634
30815,553
30816,499
30817,637
30818,506
30819,529
30820,698
30821,442
30822,462
30823,472
30824,585
30825,516
30826,404
30827,475
30828,690
30829,482
30830,459
30831,506
30832,516
30833,481
30834,540
30835,621
30836,469
30837,411
30838,696
30839,504
30840,606
30841,464
30842,462
30843,577
30844,407
30845,558
30846,410
30847,672
30848,494
30849,554
30850,605
30851,514
30852,486
30853,596
30854,497
30855,418
30856,415
30857,444
30858,554
30859,630
30860,556
30861,512
30862,443
30863,509
30864,510
30865,622
30866,664
30867,670
30868,611
30869,657
30870,646
30871,454
30872,471
30873,695
30874,612
30875,694
30876,570
30877,645
30878,540
30879,503
30880,504
30881,639
30882,679
30883,421
30884,477
30885,594
30886,420
30887,559
30888,631
30889,443
30890,696
30891,579
30892,500
30893,514
30894,612
30895,417
30896,426
30897,684
30898,548
30899,684
30900,536
30901,588
30902,589
30903,598
30904,501
30905,490
30906,623
30907,404
30908,414
30909,404
30910,629
30911,513
30912,403
30913,583
30914,612
30915,646
30916,433
30917,695
30918,595
30919,526
30920,541
30921,535
30922,527
30923,573
30924,617
30925,513
30926,411
30927,643
30928,451
30929,585
30930,632
30931,401
30932,400
30933,638
30934,454
30935,619
30936,503
30937,676
30938,409
30939,503
30940,597
30941,413
30942,567
30943,429
30944,413
30945,637
30946,461
30947,509
30948,559
30949,454
30950,648
30951,655
30952,421
30953,502
30954,663
30955,635
30956,632
30957,567
30958,632
30959,404
30960,444
30961,445
30962,563
30963,568
30964,563
30965,655
30966,465
30967,659
30968,487
30969,639
30970,458
30971,569
30972,657
30973,445
30974,401
30975,528
30976,668
30977,677
30978,416
30979,586
30980,515
30981,658
30982,648
30983,597
30984,626
30985,576
30986,642
30987,434
30988,534
30989,409
30990,582
30991,601
30992,418
30993,422
30994,494
30995,463
30996,619
30997,495
30998,664
30999,556
31000,606
31001,673
31002,645
31003,598
31004,684
31005,482
31006,532
31007,504
31008,636
31009,468
31010,583
31011,517
31012,579
31013,670
31014,489
31015,487
31016,482
31017,419
31018,506
31019,671
31020,497
31021,631
31022,456
31023,548
31024,634
31025,536
31026,666
31027,628
31028,681
31029,601
31030,631
31031,418
31032,415
31033,455
31034,513
31035,467
31036,477
31037,429
31038,406
31039,551
31040,421
31041,429
31042,566
31043,547
31044,448
31045,697
31046,661
31047,580
31048,689
31049,521
31050,523
31051,665
31052,427
31053,658
31054,476
31055,593
31056,434
31057,513
31058,461
31059,451
31060,515
31061,446
31062,500
31063,678
31064,506
31065,434
31066,687
31067,401
31068,638
31069,671
31070,543
31071,491
31072,620
31073,453
31074,627
31075,432
31076,613
31077,535
31078,647
31079,452
31080,463
31081,436
31082,611
31083,411
31084,483
31085,493
31086,606
31087,437
31088,602
31089,669
31090,474
31091,527
31092,551
31093,409
31094,437
31095,504
31096,564
31097,431
31098,611
31099,413
31100,629
31101,531
31102,551
31103,495
31104,409
31105,415
31106,566
31107,495
31108,417
31109,406
31110,583
31111,644
31112,481
31113,530
31114,528
31115,688
31116,473
31117,458
31118,471
31119,559
31120,486
31121,416
31122,488
31123,548
31124,405
31125,483
31126,483
31127,649
31128,553
31129,471
31130,508
31131,511
31132,571
31133,586
31134,684
31135,672
31136,417
31137,567
31138,481
31139,474
31140,648
31141,530
31142,600
31143,695
31144,467
31145,419
31146,670
31147,492
31148,532
31149,694
31150,695
31151,534
31152,432
31153,692
31154,431
31155,442
31156,691
31157,680
31158,507
31159,495
31160,465
31161,408
31162,629
31163,620
31164,677
31165,498
31166,670
31167,662
31168,563
31169,415
31170,568
31171,420
31172,427
31173,482
31174,672
31175,435
31176,675
31177,632
31178,503
31179,405
31180,422
31181,569
31182,551
31183,643
31184,640
31185,660
31186,445
31187,672
31188,474
31189,682
31190,595
31191,422
31192,486
31193,520
31194,548
31195,549
31196,464
31197,559
31198,683
31199,481
31200,406
31201,581
31202,413
31203,582
31204,443
31205,573
31206,413
31207,699
31208,472
31209,622
31210,401
31211,609
31212,660
31213,489
31214,651
31215,446
31216,562
31217,515
31218,478
31219,407
31220,422
31221,668
31222,678
31223,430
31224,569
31225,529
31226,556
31227,421
31228,525
31229,568
31230,565
31231,556
31232,421
31233,663
31234,662
31235,611
31236,563
31237,535
31238,651
31239,604
31240,641
31241,678
31242,460
31243,698
31244,494
31245,547
31246,658
31247,429
31248,417
31249,586
31250,611
31251,434
31252,546
31253,681
31254,434
31255,475
31256,471
31257,648
31258,456
31259,409
31260,612
31261,636
31262,633
31263,622
31264,503
31265,497
31266,625
31267,621
31268,679
31269,442
31270,552
31271,689
31272,623
31273,518
31274,613
31275,452
31276,619
31277,642
31278,452
31279,516
31280,441
31281,646
31282,690
31283,647
31284,500
31285,486
31286,483
31287,660
31288,620
31289,553
31290,450
31291,437
31292,658
31293,586
31294,412
31295,622
31296,486
31297,658
31298,580
31299,572
31300,594
31301,644
31302,595
31303,461
31304,424
31305,451
31306,449
31307,694
31308,451
31309,439
31310,631
31311,459
31312,615
31313,596
31314,675
31315,401
31316,505
31317,615
31318,664
31319,566
31320,646
31321,609
31322,457
31323,442
31324,537
31325,508
31326,447
31327,525
31328,613
31329,527
31330,597
31331,601
31332,591
31333,506
31334,593
31335,637
31336,531
31337,482
31338,683
31339,621
31340,505
31341,693
31342,465
31343,594
31344,587
31345,446
31346,424
31347,465
31348,466
31349,596
31350,645
31351,695
31352,499
31353,577
31354,514
31355,567
31356,518
31357,564
31358,618
31359,596
31360,636
31361,568
31362,475
31363,686
31364,432
31365,698
31366,629
31367,594
31368,693
31369,696
31370,677
31371,629
31372,495
31373,570
31374,431
31375,444
31376,471
31377,419
31378,638
31379,598
31380,464
31381,587
31382,488
31383,600
31384,422
31385,695
31386,529
31387,553
31388,477
31389,589
31390,699
31391,553
31392,512
31393,516
31394,404
31395,434
31396,671
31397,558
31398,609
31399,413
31400,424
31401,617
31402,653
31403,602
31404,500
31405,628
31406,598
31407,577
31408,675
31409,529
31410,678
31411,687
31412,540
31413,412
31414,616
31415,585
31416,426
31417,617
31418,413
31419,541
31420,454
31421,590
31422,684
31423,488
31424,444
31425,531
31426,465
31427,678
31428,547
31429,544
31430,405
31431,481
31432,522
31433,566
31434,636
31435,504
31436,689
31437,637
31438,481
31439,493
31440,684
31441,696
31442,465
31443,511
31444,570
31445,646
31446,465
31447,467
31448,433
31449,400
31450,550
31451,671
31452,657
31453,637
31454,515
31455,475
31456,682
31457,418
31458,683
31459,434
31460,640
31461,406
31462,436
31463,552
31464,644
31465,649
31466,514
31467,440
31468,461
31469,568
31470,541
31471,657
31472,487
31473,447
31474,411
31475,610
31476,643
31477,638
31478,596
31479,656
31480,634
31481,586
31482,600
31483,502
31484,689
31485,620
31486,586
31487,498
31488,644
31489,421
31490,467
31491,464
31492,691
31493,616
31494,428
31495,592
31496,455
31497,611
31498,637
31499,599
31500,577
31501,552
31502,443
31503,567
31504,686
31505,596
31506,473
31507,570
31508,582
31509,415
31510,467
31511,441
31512,509
31513,440
31514,405
31515,580
31516,672
31517,584
31518,543
31519,499
31520,489
31521,645
31522,638
31523,611
31524,480
31525,514
31526,675
31527,479
31528,455
31529,578
31530,448
31531,659
31532,673
31533,691
31534,690
31535,429
31536,651
31537,462
31538,481
31539,568
31540,557
31541,455
31542,541
31543,548
31544,625
31545,424
31546,577
31547,494
31548,452
31549,469
31550,575
31551,531
31552,612
31553,610
31554,463
31555,434
31556,411
31557,647
31558,511
31559,490
31560,693
31561,428
31562,411
31563,546
31564,536
31565,556
31566,658
31567,486
31568,557
31569,585
31570,628
31571,403
31572,456
31573,427
31574,415
31575,412
31576,599
31577,583
31578,680
31579,557
31580,658
31581,556
31582,493
31583,666
31584,420
31585,526
31586,511
31587,633
31588,433
31589,479
31590,482
31591,428
31592,530
31593,410
31594,461
31595,432
31596,535
31597,487
31598,416
31599,490
31600,698
31601,652
31602,472
31603,605
31604,660
31605,577
31606,619
31607,572
31608,564
31609,619
31610,691
31611,560
31612,647
31613,470
31614,491
31615,644
31616,423
31617,444
31618,588
31619,685
31620,482
31621,621
31622,618
31623,617
31624,589
31625,466
31626,430
31627,649
31628,453
31629,409
31630,565
31631,684
31632,552
31633,431
31634,416
31635,545
31636,474
31637,523
31638,451
31639,589
31640,540
31641,487
31642,483
31643,642
31644,505
31645,491
31646,420
31647,405
31648,620
31649,486
31650,579
31651,645
31652,573
31653,512
31654,470
31655,557
31656,698
31657,636
31658,586
31659,642
31660,565
31661,433
31662,654
31663,619
31664,431
31665,656
31666,632
31667,614
31668,641
31669,644
31670,419
31671,609
31672,609
31673,471
31674,561
31675,577
31676,410
31677,698
31678,665
31679,407
31680,674
31681,592
31682,658
31683,452
31684,699
31685,495
31686,491
31687,543
31688,417
31689,525
31690,553
31691,405
31692,487
31693,668
31694,464
31695,565
31696,463
31697,669
31698,544
31699,668
31700,405
31701,520
31702,531
31703,689
31704,588
31705,608
31706,441
31707,477
31708,544
31709,685
31710,570
31711,492
31712,662
31713,422
31714,691
31715,541
31716,547
31717,515
31718,480
31719,424
31720,514
31721,493
31722,584
31723,682
31724,554
31725,573
31726,572
31727,553
31728,413
31729,527
31730,491
31731,670
31732,621
31733,507
31734,427
31735,596
31736,599
31737,553
31738,469
31739,559
31740,502
31741,635
31742,588
31743,508
31744,654
31745,592
31746,470
31747,668
31748,608
31749,575
31750,638
31751,497
31752,488
31753,651
31754,498
31755,553
31756,694
31757,682
31758,695
31759,430
31760,530
31761,615
31762,414
31763,666
31764,685
31765,690
31766,442
31767,567
31768,654
31769,569
31770,658
31771,477
31772,484
31773,548
31774,600
31775,476
31776,649
31777,452
31778,699
31779,692
31780,693
31781,508
31782,487
31783,565
31784,666
31785,492
31786,572
31787,463
31788,525
31789,629
31790,504
31791,608
31792,461
31793,639
31794,460
31795,411
31796,536
31797,594
31798,473
31799,535
31800,442
31801,438
31802,430
31803,541
31804,443
31805,587
31806,401
31807,691
31808,695
31809,423
31810,503
31811,461
31812,552
31813,662
31814,693
31815,642
31816,520
31817,572
31818,502
31819,559
31820,656
31821,601
31822,444
31823,463
31824,595
31825,469
31826,580
31827,646
31828,557
31829,585
31830,630
31831,472
31832,454
31833,642
31834,614
31835,414
31836,546
31837,543
31838,424
31839,498
31840,578
31841,573
31842,662
31843,689
31844,457
31845,678
31846,544
31847,521
31848,426
31849,465
31850,500
31851,493
31852,466
31853,649
31854,541
31855,666
31856,439
31857,614
31858,530
31859,400
31860,408
31861,543
31862,537
31863,696
31864,578
31865,677
31866,543
31867,589
31868,669
31869,586
31870,553
31871,571
31872,646
31873,410
31874,446
31875,665
31876,510
31877,678
31878,691
31879,651
31880,475
31881,574
31882,508
31883,413
31884,580
31885,671
31886,442
31887,501
31888,512
31889,592
31890,408
31891,548
31892,623
31893,509
31894,483
31895,442
31896,465
31897,508
31898,501
31899,534
31900,485
31901,483
31902,626
31903,659
31904,419
31905,434
31906,642
31907,669
31908,622
31909,557
31910,684
31911,435
31912,697
31913,428
31914,654
31915,541
31916,533
31917,543
31918,696
31919,644
31920,653
31921,404
31922,665
31923,638
31924,649
31925,690
31926,430
31927,519
31928,478
31929,408
31930,443
31931,621
31932,543
31933,519
31934,452
31935,464
31936,575
31937,469
31938,520
31939,602
31940,688
31941,579
31942,480
31943,454
31944,578
31945,497
31946,509
31947,552
31948,524
31949,490
31950,693
31951,436
31952,404
31953,549
31954,571
31955,661
31956,426
31957,454
31958,648
31959,672
31960,658
31961,665
31962,590
31963,462
31964,503
31965,687
31966,658
31967,560
31968,570
31969,508
31970,539
31971,492
31972,502
31973,625
31974,559
31975,594
31976,544
31977,641
31978,531
31979,492
31980,672
31981,591
31982,421
31983,593
31984,569
31985,410
31986,580
31987,631
31988,428
31989,419
31990,404
31991,433
31992,539
31993,427
31994,497
31995,661
31996,645
31997,418
31998,411
31999,424
32000,412
32001,475
32002,658
32003,423
32004,407
32005,627
32006,522
32007,489
32008,623
32009,623
32010,656
32011,402
32012,670
32013,547
32014,588
32015,586
32016,587
32017,523
32018,436
32019,548
32020,505
32021,502
32022,631
32023,545
32024,416
32025,558
32026,681
32027,677
32028,524
32029,572
32030,562
32031,602
32032,554
32033,660
32034,585
32035,456
32036,616
32037,607
32038,601
32039,473
32040,484
32041,519
32042,413
32043,528
32044,681
32045,448
32046,641
32047,452
32048,664
32049,468
32050,439
32051,583
32052,532
32053,455
32054,654
32055,404
32056,468
32057,451
32058,497
32059,560
32060,670
32061,464
32062,642
32063,661
32064,611
32065,553
32066,633
32067,539
32068,514
32069,529
32070,577
32071,494
32072,500
32073,595
32074,689
32075,607
32076,494
32077,502
32078,407
32079,535
32080,497
32081,660
32082,546
32083,584
32084,631
32085,500
32086,546
32087,604
32088,445
32089,503
32090,621
32091,517
32092,404
32093,610
32094,454
32095,418
32096,487
32097,646
32098,516
32099,569
32100,549
32101,694
32102,607
32103,682
32104,573
32105,526
32106,555
32107,579
32108,486
32109,666
32110,481
32111,463
32112,518
32113,562
32114,692
32115,577
32116,429
32117,560
32118,402
32119,423
32120,458
32121,636
32122,639
32123,559
32124,459
32125,639
32126,458
32127,452
32128,463
32129,520
32130,518
32131,685
32132,417
32133,404
32134,559
32135,541
32136,417
32137,467
32138,513
32139,421
32140,419
32141,662
32142,497
32143,504
32144,685
32145,404
32146,528
32147,558
32148,650
32149,675
32150,482
32151,517
32152,428
32153,537
32154,556
32155,430
32156,685
32157,552
32158,457
32159,486
32160,522
32161,590
32162,692
32163,427
32164,554
32165,629
32166,436
32167,405
32168,624
32169,432
32170,488
32171,439
32172,568
32173,697
32174,417
32175,414
32176,531
32177,689
32178,693
32179,608
32180,678
32181,675
32182,676
32183,475
32184,697
32185,511
32186,665
32187,471
32188,420
32189,587
32190,520
32191,540
32192,603
32193,608
32194,408
32195,584
32196,695
32197,600
32198,463
32199,424
32200,555
32201,620
32202,691
32203,538
32204,420
32205,553
32206,467
32207,440
32208,414
32209,678
32210,568
32211,533
32212,598
32213,637
32214,511
32215,451
32216,536
32217,654
32218,514
32219,557
32220,699
32221,663
32222,498
32223,520
32224,489
32225,429
32226,629
32227,538
32228,653
32229,430
32230,561
32231,555
32232,516
32233,590
32234,575
32235,404
32236,411
32237,458
32238,698
32239,649
32240,492
32241,510
32242,694
32243,416
32244,619
32245,698
32246,404
32247,528
32248,511
32249,423
32250,428
32251,531
32252,443
32253,606
32254,615
32255,643
32256,430
32257,665
32258,410
32259,481
32260,555
32261,565
32262,607
32263,423
32264,694
32265,578
32266,449
32267,406
32268,499
32269,480
32270,640
32271,580
32272,692
32273,482
32274,453
32275,489
32276,602
32277,430
32278,592
32279,499
32280,488
32281,522
32282,446
32283,545
32284,402
32285,417
32286,480
32287,552
32288,698
32289,466
32290,488
32291,534
32292,601
32293,578
32294,478
32295,484
32296,420
32297,564
32298,427
32299,636
32300,687
32301,584
32302,554
32303,522
32304,486
32305,601
32306,439
32307,568
32308,469
32309,679
32310,426
32311,530
32312,676
32313,694
32314,687
32315,653
32316,484
32317,408
32318,449
32319,400
32320,403
32321,403
32322,489
32323,561
32324,554
32325,414
32326,431
32327,462
32328,507
32329,413
32330,422
32331,510
32332,559
32333,440
32334,681
32335,543
32336,687
32337,552
32338,481
32339,625
32340,551
32341,658
32342,478
32343,594
32344,622
32345,665
32346,629
32347,549
32348,535
32349,522
32350,509
32351,542
32352,469
32353,453
32354,439
32355,596
32356,426
32357,698
32358,579
32359,445
32360,541
32361,497
32362,525
32363,457
32364,576
32365,606
32366,684
32367,553
32368,426
32369,562
32370,649
32371,587
32372,489
32373,530
32374,697
32375,412
32376,428
32377,664
32378,431
32379,549
32380,485
32381,457
32382,456
32383,424
32384,589
32385,475
32386,624
32387,582
32388,553
32389,668
32390,677
32391,422
32392,413
32393,493
32394,451
32395,440
32396,563
32397,405
32398,537
32399,498
32400,623
32401,429
32402,624
32403,660
32404,646
32405,478
32406,584
32407,698
32408,579
32409,476
32410,661
32411,628
32412,401
32413,416
32414,411
32415,581
32416,406
32417,645
32418,556
32419,573
32420,580
32421,680
32422,636
32423,556
32424,650
32425,620
32426,622
32427,610
32428,533
32429,658
32430,434
32431,582
32432,560
32433,492
32434,596
32435,605
32436,417
32437,633
32438,465
32439,643
32440,675
32441,598
32442,417
32443,471
32444,554
32445,569
32446,681
32447,550
32448,660
32449,479
32450,505
32451,410
32452,607
32453,529
32454,570
32455,432
32456,423
32457,596
32458,445
32459,673
32460,630
32461,532
32462,663
32463,484
32464,404
32465,668
32466,620
32467,593
32468,468
32469,687
32470,575
32471,638
32472,578
32473,655
32474,610
32475,626
32476,471
32477,464
32478,565
32479,613
32480,416
32481,572
32482,528
32483,402
32484,647
32485,469
32486,451
32487,658
32488,638
32489,493
32490,446
32491,474
32492,490
32493,485
32494,405
32495,629
32496,442
32497,597
32498,581
32499,568
32500,602
32501,593
32502,430
32503,501
32504,463
32505,490
32506,649
32507,582
32508,679
32509,604
32510,488
32511,692
32512,684
32513,558
32514,529
32515,647
32516,539
32517,588
32518,490
32519,455
32520,625
32521,564
32522,435
32523,428
32524,479
32525,568
32526,432
32527,492
32528,511
32529,608
32530,593
32531,663
32532,646
32533,517
32534,627
32535,408
32536,598
32537,676
32538,528
32539,461
32540,401
32541,571
32542,644
32543,487
32544,482
32545,404
32546,438
32547,474
32548,500
32549,540
32550,492
32551,518
32552,687
32553,508
32554,442
32555,535
32556,616
32557,555
32558,438
32559,681
32560,425
32561,431
32562,445
32563,555
32564,643
32565,434
32566,677
32567,641
32568,658
32569,445
32570,636
32571,407
32572,659
32573,670
32574,443
32575,637
32576,566
32577,475
32578,556
32579,600
32580,633
32581,631
32582,611
32583,553
32584,612
32585,486
32586,417
32587,590
32588,453
32589,615
32590,441
32591,629
32592,629
32593,581
32594,540
32595,687
32596,481
32597,566
32598,453
32599,472
32600,612
32601,570
32602,669
32603,618
32604,535
32605,434
32606,545
32607,582
32608,477
32609,652
32610,635
32611,476
32612,472
32613,426
32614,437
32615,653
32616,485
32617,430
32618,604
32619,592
32620,629
32621,580
32622,644
32623,439
32624,556
32625,567
32626,557
32627,529
32628,481
32629,555
32630,574
32631,687
32632,487
32633,501
32634,647
32635,605
32636,488
32637,687
32638,495
32639,558
32640,513
32641,423
32642,562
32643,685
32644,454
32645,463
32646,432
32647,445
32648,618
32649,688
32650,595
32651,652
32652,685
32653,635
32654,478
32655,491
32656,495
32657,627
32658,685
32659,634
32660,501
32661,651
32662,539
32663,542
32664,639
32665,665
32666,460
32667,422
32668,410
32669,415
32670,448
32671,569
32672,518
32673,441
32674,409
32675,448
32676,664
32677,606
32678,566
32679,401
32680,467
32681,609
32682,538
32683,436
32684,617
32685,677
32686,579
32687,404
32688,529
32689,532
32690,498
32691,559
32692,635
32693,546
32694,514
32695,403
32696,486
32697,445
32698,482
32699,553
32700,681
32701,687
32702,510
32703,516
32704,496
32705,681
32706,588
32707,487
32708,486
32709,425
32710,430
32711,525
32712,597
32713,430
32714,631
32715,444
32716,588
32717,451
32718,451
32719,478
32720,448
32721,629
32722,443
32723,691
32724,646
32725,618
32726,421
32727,529
32728,406
32729,671
32730,443
32731,639
32732,464
32733,645
32734,472
32735,470
32736,596
32737,588
32738,557
32739,424
32740,470
32741,622
32742,559
32743,474
32744,537
32745,440
32746,415
32747,588
32748,427
32749,562
32750,454
32751,673
32752,501
32753,441
32754,662
32755,570
32756,607
32757,448
32758,459
32759,405
32760,547
32761,686
32762,610
32763,549
32764,484
32765,559
32766,446
32767,561
32768,554
32769,629
32770,699
32771,557
32772,560
32773,646
32774,455
32775,550
32776,698
32777,453
32778,622
32779,653
32780,467
32781,452
32782,644
32783,439
32784,537
32785,665
32786,537
32787,691
32788,609
32789,571
32790,584
32791,698
32792,639
32793,610
32794,550
32795,523
32796,448
32797,523
32798,467
32799,630
32800,408
32801,665
32802,524
32803,511
32804,453
32805,488
32806,494
32807,649
32808,565
32809,626
32810,535
32811,464
32812,404
32813,519
32814,618
32815,442
32816,587
32817,425
32818,666
32819,561
32820,632
32821,529
32822,420
32823,527
32824,475
32825,472
32826,632
32827,505
32828,408
32829,518
32830,449
32831,409
32832,512
32833,665
32834,477
32835,435
32836,601
32837,517
32838,589
32839,641
32840,692
32841,568
32842,629
32843,447
32844,549
32845,607
32846,460
32847,516
32848,638
32849,447
32850,644
32851,692
32852,404
32853,499
32854,604
32855,579
32856,416
32857,489
32858,507
32859,589
32860,579
32861,648
32862,650
32863,419
32864,496
32865,621
32866,543
32867,406
32868,667
32869,695
32870,400
32871,457
32872,663
32873,489
32874,474
32875,660
32876,681
32877,642
32878,518
32879,446
32880,567
32881,426
32882,695
32883,400
32884,573
32885,566
32886,417
32887,490
32888,601
32889,420
32890,555
32891,413
32892,419
32893,643
32894,572
32895,521
32896,583
32897,467
32898,692
32899,558
32900,448
32901,580
32902,694
32903,540
32904,417
32905,539
32906,471
32907,641
32908,660
32909,662
32910,542
32911,594
32912,545
32913,693
32914,425
32915,458
32916,451
32917,548
32918,506
32919,458
32920,657
32921,680
32922,418
32923,565
32924,424
32925,403
32926,402
32927,426
32928,618
32929,443
32930,611
32931,451
32932,552
32933,601
32934,410
32935,467
32936,626
32937,520
32938,414
32939,456
32940,463
32941,629
32942,410
32943,520
32944,623
32945,624
32946,524
32947,547
32948,627
32949,429
32950,409
32951,453
32952,585
32953,606
32954,654
32955,556
32956,528
32957,457
32958,594
32959,475
32960,488
32961,480
32962,585
32963,667
32964,478
32965,544
32966,528
32967,413
32968,518
32969,401
32970,403
32971,643
32972,465
32973,645
32974,489
32975,577
32976,459
32977,631
32978,575
32979,566
